tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
CATSPERB_pancreas;79820.0;CATSPERB;pancreas;pancreas;4.3;1.5;1.869125;1.278125;breast;0.596843;3.1;3.3;1.5;1.869125;1.278125;female_genital;0.420584;4.4
ARHGAP28_testis;79822.0;ARHGAP28;testis;male_germinal;;;;;;;;2.8;1.5;3.888376;2.628909;female_genital;1.189357;3.3
EFCC1_bronchus_lung;79825.0;EFCC1;bronchus_lung;tracheo_broncho_lung;;;;;;;;2.7;1.6;2.885058;1.782975;female_genital;1.548183;1.9
KDM8_liver;79831.0;KDM8;liver;hepato_bilary;;;;;;;;3.8;2.1;3.939915;1.917536;female_genital;1.407396;2.8
LONRF3_thyroid_gland;79836.0;LONRF3;thyroid_gland;endocrine_gland;;;;;;;;2.6;1.2;2.434182;2.01725;female_genital;0.895936;2.7
TMC5_bronchus_lung;79838.0;TMC5;bronchus_lung;tracheo_broncho_lung;;;;;;;;2.6;1.2;3.248432;2.680584;female_genital;1.203576;2.7
NHEJ1_embryonic_stem_cells;79840.0;NHEJ1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.2;1.5;3.272185;2.204376;female_genital;0.978756;3.3
AGBL2_testis;79841.0;AGBL2;testis;male_germinal;5.0;1.5;3.759806;2.557867;breast;0.330995;11.4;4.1;4.7;3.759806;0.805495;female_genital;0.55445;6.8
FAM124B_placenta;79843.0;FAM124B;placenta;placenta;;;;;;;;3.1;1.7;2.059233;1.20584;female_genital;1.039111;2.0
PDZD3_peritoneum_retroperitoneum;79849.0;PDZD3;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.7;2.3;3.175295;1.411083;female_genital;0.117336;27.1
TM4SF20_small_intestine;79853.0;TM4SF20;small_intestine;digestive;5.8;2.7;4.46563;1.652671;breast;0.03866;115.5;;;;;;;
SNX22_placenta;79856.0;SNX22;placenta;placenta;;;;;;;;2.9;1.4;4.853048;3.528914;female_genital;0.694499;7.0
NEK11_testis;79858.0;NEK11;testis;male_germinal;;;;;;;;3.1;1.4;3.163346;2.261794;female_genital;1.772339;1.8
TUBAL3_peritoneum_retroperitoneum;79861.0;TUBAL3;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.7;2.5;2.903987;1.164367;female_genital;0.21646;13.4
JHY_testis;79864.0;JHY;testis;male_germinal;4.1;1.7;3.571489;2.064459;breast;1.722313;2.1;3.3;1.9;3.571489;1.838784;female_genital;1.366652;2.6
TREML2_blood;79865.0;TREML2;blood;hematopoietic;;;;;;;;3.2;1.6;3.578875;2.193975;female_genital;0.072416;49.4
BORA_embryonic_stem_cells;79866.0;BORA;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.3;1.8;2.81511;1.581598;female_genital;0.848839;3.3
BAALC_brain;79870.0;BAALC;brain;neuro;4.6;1.5;5.586662;3.694242;breast;1.51209;3.7;3.5;2.1;4.472176;2.098554;female_genital;1.206744;3.7
PODNL1_fibroblast;79883.0;PODNL1;fibroblast;skin_soft_tissues;;;;;;;;3.0;1.5;3.270355;2.134391;female_genital;1.21854;2.7
ATP8B4_bone_marrow;79895.0;ATP8B4;bone_marrow;hematopoietic;3.9;1.5;3.129265;2.100156;breast;1.008926;3.1;;;;;;;
PRR5L_tonsil;79899.0;PRR5L;tonsil;lymphoid;;;;;;;;3.3;1.5;3.304881;2.159656;female_genital;1.453583;2.3
TMC7_testis;79905.0;TMC7;testis;male_germinal;;;;;;;;3.0;1.4;2.949907;2.116436;female_genital;0.723267;4.1
MORN1_testis;79906.0;MORN1;testis;male_germinal;;;;;;;;3.0;1.5;2.807819;1.911233;female_genital;1.417141;2.0
BTNL8_blood;79908.0;BTNL8;blood;hematopoietic;;;;;;;;2.6;1.2;1.986832;1.701304;female_genital;0.093603;21.2
ATAD5_embryonic_stem_cells;79915.0;ATAD5;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.8;2.5;2.744192;1.113731;female_genital;0.670368;4.1
NANOG_embryonic_stem_cells;79923.0;NANOG;embryonic_stem_cells;totipotent_stem_cells;6.5;25.1;3.973267;0.15861;breast;0.009568;415.3;4.2;25.1;3.973267;0.15861;female_genital;0.01147;346.4
MAP6D1_brain;79929.0;MAP6D1;brain;neuro;4.9;2.1;4.242527;1.993893;breast;0.907754;4.7;3.5;2.3;3.550413;1.577705;female_genital;0.85801;4.1
DOK3_blood;79930.0;DOK3;blood;hematopoietic;;;;;;;;3.2;1.4;7.277234;5.390037;female_genital;1.396936;5.2
SYNPO2L_muscles;79933.0;SYNPO2L;muscles;heart_muscles;4.6;1.2;5.317881;4.287199;breast;0.373362;14.2;4.0;2.7;4.758277;1.760413;female_genital;0.273691;17.4
CCNP_pituitary_gland;79935.0;CCNP;pituitary_gland;endocrine_gland;4.0;1.3;1.898665;1.495311;breast;0.576814;3.3;;;;;;;
CNTNAP3_embryonic_stem_cells;79937.0;CNTNAP3;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.9;1.8;1.833146;1.037622;female_genital;0.594236;3.1
PLEKHS1_pancreas;79949.0;PLEKHS1;pancreas;pancreas;;;;;;;;3.0;1.9;3.566651;1.858089;female_genital;1.858089;1.9
PDZD7_brain;79955.0;PDZD7;brain;neuro;;;;;;;;3.6;2.2;1.90887;0.881146;female_genital;0.458197;4.2
PAQR6_brain;79957.0;PAQR6;brain;neuro;4.4;1.2;6.689346;5.519964;breast;1.08093;6.2;3.9;3.0;6.373017;2.089592;female_genital;1.080577;5.9
CEP76_testis;79959.0;CEP76;testis;male_germinal;;;;;;;;3.5;1.2;3.103044;2.566873;female_genital;1.160834;2.7
ABCA11P_embryonic_stem_cells;79963.0;ABCA11P;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.8;1.3;2.016814;1.596238;female_genital;0.830037;2.4
ATAT1_liver;79969.0;ATAT1;liver;hepato_bilary;;;;;;;;2.8;1.5;3.044399;2.01724;female_genital;1.434588;2.1
FRMD1_testis;79981.0;FRMD1;testis;male_germinal;;;;;;;;2.8;1.3;2.551667;2.009439;female_genital;0.461163;5.5
ANKRD53_testis;79998.0;ANKRD53;testis;male_germinal;4.5;2.0;4.072579;1.99332;breast;1.606598;2.5;3.6;2.2;4.072579;1.889212;female_genital;1.476905;2.8
GRAPL-AS1_spleen;79999.0;GRAPL-AS1;spleen;lymphoid;4.2;1.3;1.747189;1.372248;breast;0.662865;2.6;;;;;;;
TMEM156_tonsil;80008.0;TMEM156;tonsil;lymphoid;;;;;;;;3.5;1.7;2.558082;1.50622;female_genital;0.376294;6.8
ATF7IP2_testis;80063.0;ATF7IP2;testis;male_germinal;;;;;;;;3.3;1.8;3.839384;2.135423;female_genital;1.084248;3.5
CCDC15_testis;80071.0;CCDC15;testis;male_germinal;4.8;1.8;2.647782;1.439871;breast;0.836968;3.2;3.7;1.8;2.647782;1.439871;female_genital;0.657448;4.0
TUBA4B_female_genital;80086.0;TUBA4B;female_genital;female_genital;4.2;1.6;3.360504;2.154795;breast;0.03665;91.7;;;;;;;
TUBA4B_peritoneum_retroperitoneum;80086.0;TUBA4B;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.4;1.5;2.154795;1.485549;female_genital;0.356828;6.0
BAIAP2L2_colon;80115.0;BAIAP2L2;colon;digestive;;;;;;;;2.6;1.7;3.794002;2.189704;female_genital;0.721279;5.3
BAIAP2L2_peritoneum_retroperitoneum;80115.0;BAIAP2L2;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.5;1.7;3.733803;2.189704;female_genital;0.721279;5.2
PIF1_embryonic_stem_cells;80119.0;PIF1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.3;2.0;3.601851;1.843164;female_genital;0.451737;8.0
MAP3K19_female_genital;80122.0;MAP3K19;female_genital;female_genital;4.2;3.3;1.919541;0.574818;breast;0.0269;71.4;;;;;;;
MAP3K19_testis;80122.0;MAP3K19;testis;male_germinal;4.5;3.6;2.061481;0.574818;breast;0.0269;76.6;4.1;3.6;2.061481;0.573534;female_genital;0.170725;12.1
CCDC33_testis;80125.0;CCDC33;testis;male_germinal;5.0;1.3;3.378903;2.564588;breast;0.029777;113.5;4.2;5.4;3.378903;0.628189;female_genital;0.264387;12.8
BBOF1_testis;80127.0;BBOF1;testis;male_germinal;;;;;;;;2.9;1.6;2.928103;1.854265;female_genital;1.524698;1.9
TRIM46_brain;80128.0;TRIM46;brain;neuro;;;;;;;;3.0;1.5;2.609564;1.730312;female_genital;0.804104;3.2
LRRC8E_tonsil;80131.0;LRRC8E;tonsil;lymphoid;4.7;1.7;1.536805;0.903349;breast;0.299779;5.1;;;;;;;
FRAS1_embryonic_stem_cells;80144.0;FRAS1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.7;1.5;3.668487;2.492868;female_genital;0.691559;5.3
PRR36_brain;80164.0;PRR36;brain;neuro;;;;;;;;2.7;1.4;2.296596;1.660426;female_genital;0.95487;2.4
PRR36_pituitary_gland;80164.0;PRR36;pituitary_gland;endocrine_gland;4.7;1.4;4.354677;3.075352;breast;1.305673;3.3;;;;;;;
MOGAT2_liver;80168.0;MOGAT2;liver;hepato_bilary;;;;;;;;3.9;3.5;4.707088;1.334447;female_genital;0.348937;13.5
DBF4B_testis;80174.0;DBF4B;testis;male_germinal;;;;;;;;3.4;1.9;3.998692;2.086748;female_genital;1.457268;2.7
TEDC2_embryonic_stem_cells;80178.0;TEDC2;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.9;2.5;2.742762;1.100348;female_genital;0.505836;5.4
TEDC2_testis;80178.0;TEDC2;testis;male_germinal;;;;;;;;2.5;2.3;2.492065;1.100348;female_genital;0.505836;4.9
RUBCNL_tonsil;80183.0;RUBCNL;tonsil;lymphoid;;;;;;;;2.8;1.4;2.246553;1.608478;female_genital;0.701586;3.2
HKDC1_peritoneum_retroperitoneum;80201.0;HKDC1;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.9;1.4;3.284678;2.289479;female_genital;0.245989;13.4
CFAP43_testis;80217.0;CFAP43;testis;male_germinal;4.3;1.2;3.988352;3.216516;breast;0.627357;6.4;3.8;3.1;3.988352;1.299465;female_genital;0.7521;5.3
TASL_blood;80231.0;TASL;blood;hematopoietic;;;;;;;;2.7;1.4;2.979939;2.2011;female_genital;1.101132;2.7
ELL3_placenta;80237.0;ELL3;placenta;placenta;;;;;;;;3.0;1.3;4.384831;3.256653;female_genital;0.875964;5.0
EFHC2_female_genital;80258.0;EFHC2;female_genital;female_genital;4.4;1.9;3.259403;1.700836;breast;0.492946;6.6;;;;;;;
SPHKAP_brain;80309.0;SPHKAP;brain;neuro;4.4;4.1;2.063495;0.500414;breast;0.500414;4.1;3.3;1.4;1.536446;1.10885;female_genital;0.32777;4.7
SPHKAP_heart;80309.0;SPHKAP;heart;heart_muscles;4.3;4.1;2.031626;0.500414;breast;0.500414;4.1;;;;;;;
TET1_embryonic_stem_cells;80312.0;TET1;embryonic_stem_cells;totipotent_stem_cells;6.2;3.9;3.735733;0.949665;breast;0.534731;7.0;4.2;7.5;3.735733;0.497046;female_genital;0.497046;7.5
LRRC27_testis;80313.0;LRRC27;testis;male_germinal;4.9;2.1;3.983975;1.8625;breast;1.110611;3.6;3.7;2.8;3.983975;1.443775;female_genital;1.159269;3.4
PPP1R2C_testis;80316.0;PPP1R2C;testis;male_germinal;6.5;17.2;3.910605;0.227072;breast;0.014693;266.2;4.2;48.7;3.910605;0.080276;female_genital;0.020094;194.6
GKAP1_testis;80318.0;GKAP1;testis;male_germinal;4.6;1.7;6.394972;3.675;breast;2.015368;3.2;3.6;2.2;6.394972;2.967664;female_genital;2.181647;2.9
SP6_placenta;80320.0;SP6;placenta;placenta;;;;;;;;3.0;1.8;3.080183;1.750982;female_genital;0.977362;3.2
WNT10A_haematopoietic_div;80326.0;WNT10A;haematopoietic_div;hematopoietic;4.9;2.4;4.767793;2.0197;breast;0.426149;11.2;;;;;;;
ULBP2_fibroblast;80328.0;ULBP2;fibroblast;skin_soft_tissues;;;;;;;;2.7;1.3;1.919157;1.520341;female_genital;0.330335;5.8
ULBP1_fibroblast;80329.0;ULBP1;fibroblast;skin_soft_tissues;5.8;2.7;2.827539;1.044044;breast;0.099167;28.5;3.8;2.7;2.827539;1.044044;female_genital;0.073078;38.7
KCNIP4_brain;80333.0;KCNIP4;brain;neuro;4.5;2.1;3.999468;1.922982;breast;0.660222;6.1;3.3;1.8;3.166428;1.779596;female_genital;0.937739;3.4
PNPLA3_biliary_tract;80339.0;PNPLA3;biliary_tract;hepato_bilary;4.0;1.3;3.093412;2.396285;breast;0.468265;6.6;;;;;;;
PNPLA3_embryonic_stem_cells;80339.0;PNPLA3;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.7;2.9;2.285888;0.775428;female_genital;0.411086;5.6
PNPLA3_liver;80339.0;PNPLA3;liver;hepato_bilary;;;;;;;;2.7;3.0;2.311271;0.775428;female_genital;0.411086;5.6
BPIFB2_mouth;80341.0;BPIFB2;mouth;head_neck;;;;;;;;4.0;3.2;3.846564;1.213887;female_genital;0.584308;6.6
BPIFB2_trachea_upper_respiratory;80341.0;BPIFB2;trachea_upper_respiratory;tracheo_broncho_lung;4.2;1.2;5.374215;4.458029;breast;1.068952;5.0;;;;;;;
TRAF3IP3_blood;80342.0;TRAF3IP3;blood;hematopoietic;;;;;;;;2.8;2.6;4.676983;1.812289;female_genital;0.816875;5.7
TRAF3IP3_tonsil;80342.0;TRAF3IP3;tonsil;lymphoid;;;;;;;;2.7;2.5;4.512158;1.812289;female_genital;0.816875;5.5
SEL1L2_testis;80343.0;SEL1L2;testis;male_germinal;6.2;4.7;2.618517;0.55446;breast;0.224025;11.7;4.2;8.2;2.618517;0.32076;female_genital;0.32076;8.2
LPAL2_biliary_tract;80350.0;LPAL2;biliary_tract;hepato_bilary;4.3;1.2;2.027663;1.755906;breast;0.324695;6.2;;;;;;;
LPAL2_liver;80350.0;LPAL2;liver;hepato_bilary;;;;;;;;3.5;2.0;1.71472;0.846623;female_genital;0.337225;5.1
TSGA10_testis;80705.0;TSGA10;testis;male_germinal;5.1;1.9;4.074556;2.148172;breast;0.891174;4.6;3.9;2.9;4.074556;1.428406;female_genital;0.811657;5.0
ESX1_testis;80712.0;ESX1;testis;male_germinal;6.5;21.7;1.718254;0.079346;breast;0.008364;205.4;4.2;21.7;1.718254;0.079346;female_genital;0.016825;102.1
PBX4_thyroid_gland;80714.0;PBX4;thyroid_gland;endocrine_gland;4.0;1.4;3.63593;2.564145;breast;0.738091;4.9;;;;;;;
SRCIN1_brain;80725.0;SRCIN1;brain;neuro;4.4;1.2;3.846257;3.121928;breast;1.123473;3.4;3.6;2.4;3.078956;1.280719;female_genital;0.828022;3.7
IQCN_testis;80726.0;IQCN;testis;male_germinal;4.5;2.1;4.260782;2.018081;breast;1.459287;2.9;3.7;2.6;4.260782;1.615108;female_genital;1.615108;2.6
ARHGAP39_testis;80728.0;ARHGAP39;testis;male_germinal;;;;;;;;2.8;1.3;3.812485;2.892473;female_genital;1.53335;2.5
VWA7_peritoneum_retroperitoneum;80737.0;VWA7;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;2.7;1.2;2.704644;2.19498;female_genital;1.111938;2.4
VWA7_pituitary_gland;80737.0;VWA7;pituitary_gland;endocrine_gland;4.1;1.5;4.531685;3.055395;breast;0.738695;6.1;;;;;;;
LY6G6C_connective_tissues;80740.0;LY6G6C;connective_tissues;soft_tissues;;;;;;;;2.9;1.2;4.1243;3.417844;female_genital;0.810848;5.1
LY6G6C_skin;80740.0;LY6G6C;skin;soft_tissues;4.6;1.8;7.633893;4.168736;breast;0.726798;10.5;;;;;;;
LY6G5C_testis;80741.0;LY6G5C;testis;male_germinal;;;;;;;;3.2;1.7;3.702276;2.180132;female_genital;1.247843;3.0
UPK3B_bronchus_lung;105375355.0;UPK3B;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.6;2.1;4.800677;2.329323;female_genital;0.827806;5.8
LIMD2_blood;80774.0;LIMD2;blood;hematopoietic;;;;;;;;2.8;2.2;5.84703;2.667402;female_genital;1.640185;3.6
LIMD2_tonsil;80774.0;LIMD2;tonsil;lymphoid;;;;;;;;2.5;2.1;5.482317;2.667402;female_genital;1.640185;3.3
ASXL3_testis;80816.0;ASXL3;testis;male_germinal;3.9;1.4;1.551899;1.128853;breast;0.262988;5.9;3.5;2.6;1.551899;0.587385;female_genital;0.442349;3.5
TAS1R1_testis;80835.0;TAS1R1;testis;male_germinal;6.2;4.6;1.662682;0.360482;breast;0.165975;10.0;4.2;5.8;1.662682;0.286993;female_genital;0.143677;11.6
GRIP2_muscles;80852.0;GRIP2;muscles;heart_muscles;;;;;;;;3.1;1.4;2.185624;1.512936;female_genital;0.714445;3.1
ZNRD1ASP_testis;80862.0;ZNRD1ASP;testis;male_germinal;;;;;;;;3.3;1.9;2.406545;1.235286;female_genital;0.935332;2.6
PRRT1_brain;80863.0;PRRT1;brain;neuro;;;;;;;;3.1;1.7;4.256179;2.539775;female_genital;2.084911;2.0
HCG4B_thymus;80868.0;HCG4B;thymus;lymphoid;4.3;1.7;1.66721;0.991311;breast;0.614264;2.7;;;;;;;
TMPRSS5_brain;80975.0;TMPRSS5;brain;neuro;;;;;;;;3.7;2.4;2.803183;1.178764;female_genital;0.609884;4.6
TMPRSS5_central_nervous_system;80975.0;TMPRSS5;central_nervous_system;neuro;5.4;1.9;4.30129;2.247654;breast;0.755775;5.7;;;;;;;
TUBB1_blood;81027.0;TUBB1;blood;hematopoietic;;;;;;;;3.1;1.7;1.858602;1.125366;female_genital;0.133478;13.9
WNT5B_fibroblast;81029.0;WNT5B;fibroblast;skin_soft_tissues;;;;;;;;2.8;1.2;4.462863;3.8797;female_genital;1.827409;2.4
KCNH6_peritoneum_retroperitoneum;81033.0;KCNH6;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;4.5;1.6;3.232321;2.022375;breast;0.014443;223.8;3.5;1.8;3.232321;1.764715;female_genital;0.023099;139.9
COLEC12_placenta;81035.0;COLEC12;placenta;placenta;;;;;;;;2.9;1.5;5.564559;3.824527;female_genital;2.594509;2.1
OR11K1P_testis;81109.0;OR11K1P;testis;male_germinal;6.5;17.9;2.172423;0.121259;breast;0.005029;432.0;4.2;78.6;2.172423;0.027645;female_genital;0.018688;116.2
OR5G5P_spleen;81191.0;OR5G5P;spleen;lymphoid;6.4;13.0;2.736754;0.210713;breast;0.030232;90.5;;;;;;;
OR5G5P_tonsil;81191.0;OR5G5P;tonsil;lymphoid;;;;;;;;4.2;11.9;2.508691;0.210713;female_genital;0.030445;82.4
OR51E2_prostate;81285.0;OR51E2;prostate;male_genital;5.1;2.3;3.518592;1.540847;breast;0.193646;18.2;3.7;2.3;3.518592;1.540847;female_genital;0.312305;11.3
GPR63_embryonic_stem_cells;81491.0;GPR63;embryonic_stem_cells;totipotent_stem_cells;4.2;1.8;2.051717;1.15906;breast;0.33057;6.2;3.4;1.8;2.051717;1.15906;female_genital;0.444663;4.6
RSPH6A_testis;81492.0;RSPH6A;testis;male_germinal;6.1;2.9;4.020298;1.382321;breast;0.022383;179.6;4.1;4.3;4.020298;0.934954;female_genital;0.025503;157.6
SYNC_placenta;81493.0;SYNC;placenta;placenta;;;;;;;;2.6;1.4;2.973275;2.095581;female_genital;1.197892;2.5
CFHR5_biliary_tract;81494.0;CFHR5;biliary_tract;hepato_bilary;4.6;89.0;4.955871;0.055714;breast;0.037434;132.4;;;;;;;
CFHR5_liver;81494.0;CFHR5;liver;hepato_bilary;4.5;86.1;4.794694;0.055714;breast;0.037434;128.1;4.2;83.5;4.649562;0.055714;female_genital;0.021072;220.7
LRRC3_liver;81543.0;LRRC3;liver;hepato_bilary;;;;;;;;3.4;1.8;2.192627;1.206685;female_genital;0.862859;2.5
STMN4_brain;81551.0;STMN4;brain;neuro;6.3;5.5;5.084165;0.92616;breast;0.114776;44.3;4.2;10.5;3.959383;0.375428;female_genital;0.139245;28.4
MAGED4B_brain;81557.0;MAGED4B;brain;neuro;;;;;;;;2.5;2.2;2.028751;0.926724;female_genital;0.14897;13.6
MAGED4B_placenta;81557.0;MAGED4B;placenta;placenta;;;;;;;;2.7;2.3;2.167579;0.926724;female_genital;0.14897;14.6
ACTL8_testis;81569.0;ACTL8;testis;male_germinal;6.3;5.5;2.466905;0.44514;breast;0.013753;179.4;4.2;5.5;2.466905;0.44514;female_genital;0.022275;110.7
CLPB_testis;81570.0;CLPB;testis;male_germinal;5.7;2.3;6.383844;2.811716;breast;1.851344;3.4;4.1;2.6;6.383844;2.454131;female_genital;1.676458;3.8
NECTIN4_mouth;81607.0;NECTIN4;mouth;head_neck;;;;;;;;3.2;1.5;5.049816;3.274577;female_genital;1.772705;2.8
ACSBG2_testis;81616.0;ACSBG2;testis;male_germinal;6.4;13.2;6.213487;0.469129;breast;0.197239;31.5;4.2;13.2;6.213487;0.469129;female_genital;0.14677;42.3
CDT1_embryonic_stem_cells;81620.0;CDT1;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.9;1.8;3.082483;1.7288;female_genital;0.680125;4.5
DIAPH3_embryonic_stem_cells;81624.0;DIAPH3;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.3;3.441061;2.684483;female_genital;0.248484;13.8
SHCBP1L_testis;81626.0;SHCBP1L;testis;male_germinal;6.5;147.0;5.905658;0.040178;breast;0.024607;240.0;4.2;176.2;5.905658;0.033522;female_genital;0.019407;304.3
TSSK3_testis;81629.0;TSSK3;testis;male_germinal;;;;;;;;3.0;1.7;4.308551;2.559261;female_genital;1.506787;2.9
REXO5_testis;81691.0;REXO5;testis;male_germinal;5.7;2.8;6.982171;2.501727;breast;1.262861;5.5;4.1;3.9;6.982171;1.804384;female_genital;1.211262;5.8
ADAMTS12_fibroblast;81792.0;ADAMTS12;fibroblast;skin_soft_tissues;;;;;;;;2.8;1.3;2.379832;1.83693;female_genital;1.210093;2.0
TLR10_tonsil;81793.0;TLR10;tonsil;lymphoid;;;;;;;;3.5;1.5;3.429147;2.279207;female_genital;0.292296;11.7
SLCO5A1_placenta;81796.0;SLCO5A1;placenta;placenta;;;;;;;;4.0;4.2;5.643027;1.344799;female_genital;0.180589;31.2
SLCO5A1_trachea_upper_respiratory;81796.0;SLCO5A1;trachea_upper_respiratory;tracheo_broncho_lung;4.0;1.3;7.394334;5.643027;breast;0.052527;140.8;;;;;;;
NETO2_embryonic_stem_cells;81831.0;NETO2;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.8;3.222972;1.804723;female_genital;0.695134;4.6
NETO1_brain;81832.0;NETO1;brain;neuro;4.0;1.2;1.77336;1.472445;breast;0.195404;9.1;;;;;;;
SPACA1_testis;81833.0;SPACA1;testis;male_germinal;6.5;24.0;4.388947;0.182961;breast;0.009347;469.6;4.2;38.8;4.388947;0.113085;female_genital;0.008062;544.4
ST6GALNAC5_bronchus_lung;81849.0;ST6GALNAC5;bronchus_lung;tracheo_broncho_lung;;;;;;;;2.8;1.4;2.280096;1.663671;female_genital;1.036386;2.2
CABLES2_testis;81928.0;CABLES2;testis;male_germinal;4.7;1.9;4.475219;2.366391;breast;1.61401;2.8;3.9;2.4;4.475219;1.895633;female_genital;1.681334;2.7
KIF18A_embryonic_stem_cells;81930.0;KIF18A;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.1;1.2;3.24093;2.660567;female_genital;0.301965;10.7
ZNF93_embryonic_stem_cells;81931.0;ZNF93;embryonic_stem_cells;totipotent_stem_cells;4.9;1.9;3.994477;2.113335;breast;1.075302;3.7;3.9;2.9;3.994477;1.38557;female_genital;1.081065;3.7
PITPNM3_tonsil;83394.0;PITPNM3;tonsil;lymphoid;;;;;;;;2.5;1.4;3.77193;2.762607;female_genital;1.450683;2.6
FCRL5_tonsil;83416.0;FCRL5;tonsil;lymphoid;;;;;;;;3.6;1.9;3.964172;2.076388;female_genital;0.260345;15.2
FCRL4_tonsil;83417.0;FCRL4;tonsil;lymphoid;5.4;2.4;3.006755;1.276879;breast;0.009503;316.4;;;;;;;
GSG1_testis;83445.0;GSG1;testis;male_germinal;6.4;6.9;7.497635;1.080006;breast;0.094594;79.3;4.2;6.9;7.497635;1.080006;female_genital;0.086847;86.3
CCDC70_testis;83446.0;CCDC70;testis;male_germinal;6.5;148.0;5.851915;0.039553;breast;0.025029;233.8;4.2;175.7;5.851915;0.033308;female_genital;0.021683;269.9
SLC25A31_testis;83447.0;SLC25A31;testis;male_germinal;6.5;87.7;4.160673;0.047455;breast;0.015386;270.4;4.2;106.6;4.160673;0.039033;female_genital;0.016459;252.8
PUS7L_embryonic_stem_cells;83448.0;PUS7L;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;2.1;2.493061;1.186192;female_genital;0.907719;2.7
PMFBP1_testis;83449.0;PMFBP1;testis;male_germinal;6.1;4.3;3.318434;0.766384;breast;0.172247;19.3;4.1;4.3;3.318434;0.766384;female_genital;0.211707;15.7
DRC3_testis;83450.0;DRC3;testis;male_germinal;;;;;;;;2.9;1.4;3.127422;2.21169;female_genital;1.462164;2.1
CDCA3_testis;83461.0;CDCA3;testis;male_germinal;;;;;;;;2.8;1.2;4.054651;3.2811;female_genital;1.219577;3.3
SCRT1_brain;83482.0;SCRT1;brain;neuro;5.5;2.0;3.545031;1.747403;breast;0.024734;143.3;3.7;1.9;2.664695;1.397218;female_genital;0.033227;80.2
ODAD4_testis;83538.0;ODAD4;testis;male_germinal;4.6;1.5;4.496652;2.934728;breast;0.784432;5.7;3.8;3.1;4.496652;1.442985;female_genital;1.012182;4.4
CHST9_embryonic_stem_cells;83539.0;CHST9;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;3.4;2.1;2.408858;1.149207;female_genital;0.524674;4.6
NUF2_embryonic_stem_cells;83540.0;NUF2;embryonic_stem_cells;totipotent_stem_cells;;;;;;;;2.6;2.2;3.870515;1.731228;female_genital;0.427379;9.1
NUF2_testis;83540.0;NUF2;testis;male_germinal;;;;;;;;2.7;2.3;4.007976;1.731228;female_genital;0.427379;9.4
RTBDN_pituitary_gland;83546.0;RTBDN;pituitary_gland;endocrine_gland;5.4;2.6;2.959856;1.141308;breast;0.018117;163.4;;;;;;;
MFRP_gallbladder;83552.0;MFRP;gallbladder;hepato_bilary;5.5;2.1;3.323717;1.607171;breast;0.018282;181.8;;;;;;;
MFRP_placenta;83552.0;MFRP;placenta;placenta;;;;;;;;4.2;5.1;1.607171;0.314224;female_genital;0.040302;39.9
AKR1E2_testis;83592.0;AKR1E2;testis;male_germinal;5.2;2.8;4.009708;1.436822;breast;1.254576;3.2;3.8;2.9;4.009708;1.393048;female_genital;1.082304;3.7
RTP3_biliary_tract;83597.0;RTP3;biliary_tract;hepato_bilary;4.4;6.2;3.665669;0.594249;breast;0.020805;176.2;;;;;;;
RTP3_liver;83597.0;RTP3;liver;hepato_bilary;4.5;6.3;3.735054;0.594249;breast;0.020805;179.5;4.2;6.1;3.620007;0.594249;female_genital;0.029175;124.1
TEX101_testis;83639.0;TEX101;testis;male_germinal;6.3;7.5;5.923428;0.788727;breast;0.055565;106.6;4.2;7.6;5.923428;0.775253;female_genital;0.128517;46.1
DYNLRB2_testis;83657.0;DYNLRB2;testis;male_germinal;5.3;2.3;6.42933;2.815894;breast;1.056759;6.1;3.9;3.9;6.42933;1.635603;female_genital;1.021456;6.3
