tsg;id_gene;gene_symbol;tissue_L1;tissue_L2;Z_L1;SNR_L1;SIGNAL_L1;NOISE_L1;ref_tissue_L1;REF_L1;SRR_L1;Z_L2;SNR_L2;SIGNAL_L2;NOISE_L2;ref_tissue_L2;REF_L2;SRR_L2
LOC105369614_brain;105369614.0;LOC105369614;brain;neuro;;;;;;;;3.7;2.6;2.1125;0.800783;female_genital;0.214806;9.8
LOC105369639_testis;105369639.0;LOC105369639;testis;male_germinal;;;;;;;;4.2;8.0;1.651061;0.206537;female_genital;0.019807;83.4
LOC105369645_testis;105369645.0;LOC105369645;testis;male_germinal;;;;;;;;4.2;37.7;2.648554;0.070302;female_genital;0.003255;813.7
LOC105369647_testis;105369647.0;LOC105369647;testis;male_germinal;;;;;;;;3.3;1.7;1.707017;0.976342;female_genital;0.152822;11.2
LOC105369650_testis;105369650.0;LOC105369650;testis;male_germinal;;;;;;;;4.2;47.5;3.668134;0.077196;female_genital;0.008117;451.9
LOC105369665_testis;105369665.0;LOC105369665;testis;male_germinal;;;;;;;;4.2;12.9;1.908532;0.14812;female_genital;0.0;999.0
LINC02422_spleen;105369723.0;LINC02422;spleen;lymphoid;4.6;1.3;2.474421;1.961581;breast;0.084138;29.4;;;;;;;
LINC02422_tonsil;105369723.0;LINC02422;tonsil;lymphoid;;;;;;;;4.1;3.5;2.272256;0.656046;female_genital;0.132528;17.1
LOC105369728_testis;105369728.0;LOC105369728;testis;male_germinal;;;;;;;;4.2;5.7;2.006375;0.349734;female_genital;0.045036;44.6
ZNF970P_testis;105369729.0;ZNF970P;testis;male_germinal;6.5;11.4;1.596006;0.139887;breast;0.004245;376.0;4.2;211.1;1.596006;0.007561;female_genital;0.004083;390.9
LINC02471_bronchus_lung;105369734.0;LINC02471;bronchus_lung;tracheo_broncho_lung;4.4;1.3;2.362644;1.839254;breast;0.003716;635.8;3.1;1.5;2.342276;1.600522;female_genital;0.004777;490.3
LOC105369771_prostate;105369771.0;LOC105369771;prostate;male_genital;;;;;;;;3.3;1.9;1.715777;0.893581;female_genital;0.330478;5.2
LOC105369787_kidney;105369787.0;LOC105369787;kidney;urinary_kidney;;;;;;;;4.2;6.4;1.632619;0.254671;female_genital;0.104167;15.7
LINC02454_fibroblast;105369807.0;LINC02454;fibroblast;skin_soft_tissues;6.1;2.9;1.973276;0.669943;breast;0.15873;12.4;4.0;2.9;1.973276;0.669943;female_genital;0.103192;19.1
LNCOG_fibroblast;105369848.0;LNCOG;fibroblast;skin_soft_tissues;4.9;1.7;1.903237;1.140568;breast;0.914174;2.1;3.9;3.0;1.903237;0.641903;female_genital;0.496318;3.8
LINC02424_testis;105369860.0;LINC02424;testis;male_germinal;6.5;34.8;2.036187;0.058477;breast;0.002469;824.7;4.2;34.8;2.036187;0.058477;female_genital;0.005823;349.7
SNRPF-DT_testis;105369921.0;SNRPF-DT;testis;male_germinal;5.9;3.2;1.688305;0.526026;breast;0.13347;12.6;4.0;3.2;1.688305;0.523979;female_genital;0.122741;13.8
LOC105369936_prostate;105369936.0;LOC105369936;prostate;male_genital;;;;;;;;3.8;2.5;2.489709;0.984511;female_genital;0.036798;67.7
LOC105369937_prostate;105369937.0;LOC105369937;prostate;male_genital;;;;;;;;3.7;2.4;2.817417;1.162642;female_genital;0.0;999.0
LOC105369995_testis;105369995.0;LOC105369995;testis;male_germinal;;;;;;;;4.2;1725313.0;1.725313;0.0;female_genital;0.0;999.0
LINC02423_testis;105370014.0;LINC02423;testis;male_germinal;6.5;477.2;2.582715;0.005412;breast;0.003854;670.1;4.2;604.7;2.582715;0.004271;female_genital;0.002547;1014.0
LOC105370035_kidney;105370035.0;LOC105370035;kidney;urinary_kidney;;;;;;;;2.7;4.5;4.104327;0.911449;female_genital;0.257174;16.0
LOC105370035_liver;105370035.0;LOC105370035;liver;hepato_bilary;;;;;;;;3.1;5.0;4.578356;0.911449;female_genital;0.257174;17.8
LOC105370047_testis;105370047.0;LOC105370047;testis;male_germinal;;;;;;;;4.1;5.1;1.529295;0.29989;female_genital;0.104266;14.7
LINC02441_rectum_anus;105370070.0;LINC02441;rectum_anus;digestive;5.1;1.4;3.326884;2.376056;breast;0.005962;558.0;;;;;;;
LINC02419_testis;105370078.0;LINC02419;testis;male_germinal;6.5;32.6;2.20221;0.067641;breast;0.020677;106.5;4.2;39.1;2.20221;0.056298;female_genital;0.019266;114.3
LOC105370099_testis;105370099.0;LOC105370099;testis;male_germinal;;;;;;;;2.9;1.4;1.873739;1.29978;female_genital;0.597226;3.1
LOC105370115_testis;105370115.0;LOC105370115;testis;male_germinal;;;;;;;;4.2;72.0;1.686286;0.02341;female_genital;0.0;999.0
LOC105370128_testis;105370128.0;LOC105370128;testis;male_germinal;;;;;;;;4.2;662.1;2.032519;0.00307;female_genital;0.0;999.0
LOC105370145_testis;105370145.0;LOC105370145;testis;male_germinal;;;;;;;;4.2;41.2;1.748819;0.042429;female_genital;0.010969;159.4
LOC105370165_testis;105370165.0;LOC105370165;testis;male_germinal;;;;;;;;3.0;1.8;1.805095;0.997468;female_genital;0.834;2.2
LINC00390_testis;105370183.0;LINC00390;testis;male_germinal;6.0;5.1;1.868052;0.363545;breast;0.053926;34.6;4.2;6.9;1.868052;0.269087;female_genital;0.043308;43.1
LOC105370203_testis;105370203.0;LOC105370203;testis;male_germinal;;;;;;;;3.6;2.3;1.947369;0.858966;female_genital;0.363137;5.4
LINC01052_testis;105370242.0;LINC01052;testis;male_germinal;6.5;667.3;1.973768;0.002958;breast;0.000864;2284.5;4.2;1442.8;1.973768;0.001368;female_genital;0.000796;2479.6
LOC105370274_testis;105370274.0;LOC105370274;testis;male_germinal;;;;;;;;3.4;2.1;1.884937;0.905734;female_genital;0.654351;2.9
LOC105370295_testis;105370295.0;LOC105370295;testis;male_germinal;;;;;;;;4.2;7.8;1.767239;0.226704;female_genital;0.226704;7.8
LINC02336_testis;105370309.0;LINC02336;testis;male_germinal;6.5;134.1;2.137898;0.015947;breast;0.000807;2649.2;4.2;164.5;2.137898;0.012997;female_genital;0.00042;5090.2
LOC105370317_testis;105370317.0;LOC105370317;testis;male_germinal;;;;;;;;4.2;1505075.0;1.505075;0.0;female_genital;0.0;999.0
LOC105370337_testis;105370337.0;LOC105370337;testis;male_germinal;;;;;;;;4.1;6.1;2.619565;0.431621;female_genital;0.345167;7.6
LOC105370365_testis;105370365.0;LOC105370365;testis;male_germinal;;;;;;;;4.2;15.8;1.850731;0.117497;female_genital;0.050469;36.7
LOC105370384_testis;105370384.0;LOC105370384;testis;male_germinal;;;;;;;;3.0;2.0;1.609458;0.802327;female_genital;0.460245;3.5
LINC02281_testis;105370423.0;LINC02281;testis;male_germinal;6.5;21.9;2.089907;0.095256;breast;0.000867;2410.5;4.2;41.8;2.089907;0.049985;female_genital;0.002891;722.9
LOC105370443_testis;105370443.0;LOC105370443;testis;male_germinal;;;;;;;;4.2;10.4;2.060764;0.198286;female_genital;0.06935;29.7
LOC105370473_testis;105370473.0;LOC105370473;testis;male_germinal;6.5;209.9;2.143761;0.010211;breast;0.004336;494.4;4.2;412.1;2.143761;0.005202;female_genital;0.003167;676.9
PRPF39-DT_testis;105370474.0;PRPF39-DT;testis;male_germinal;;;;;;;;4.2;158.2;2.020994;0.012775;female_genital;0.0;999.0
LINC02303_peritoneum_retroperitoneum;105370479.0;LINC02303;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.4;1.6;1.633398;1.053523;female_genital;0.316228;5.2
LOC105370489_testis;105370489.0;LOC105370489;testis;male_germinal;5.3;2.2;3.509419;1.60385;breast;0.016647;210.8;4.0;2.9;3.509419;1.192692;female_genital;0.023479;149.5
LINC02331_gallbladder;105370503.0;LINC02331;gallbladder;hepato_bilary;5.5;2.2;1.699845;0.760856;breast;0.089045;19.1;;;;;;;
FBXO34-AS1_testis;105370509.0;FBXO34-AS1;testis;male_germinal;;;;;;;;4.2;35.8;2.849212;0.079555;female_genital;0.027898;102.1
LOC105370539_testis;105370539.0;LOC105370539;testis;male_germinal;;;;;;;;4.2;381.5;1.758304;0.004609;female_genital;0.003789;464.1
LINC02290_testis;105370540.0;LINC02290;testis;male_germinal;6.5;48.2;1.58954;0.032974;breast;0.015071;105.5;4.2;68.0;1.58954;0.023362;female_genital;0.011784;134.9
GALNT16-AS1_testis;105370550.0;GALNT16-AS1;testis;male_germinal;;;;;;;;4.0;3.3;1.507188;0.457078;female_genital;0.128767;11.7
LOC105370589_testis;105370589.0;LOC105370589;testis;male_germinal;;;;;;;;4.2;70.5;1.506073;0.021349;female_genital;0.0;999.0
LOC105370622_testis;105370622.0;LOC105370622;testis;male_germinal;6.4;10.9;1.718806;0.158274;breast;0.002225;772.5;4.2;18.3;1.718806;0.093771;female_genital;0.003289;522.6
LINC02295_thymus;105370652.0;LINC02295;thymus;lymphoid;6.2;3.3;2.335395;0.698423;breast;0.006965;335.3;;;;;;;
LOC105370670_placenta;105370670.0;LOC105370670;placenta;placenta;;;;;;;;3.3;2.1;1.761212;0.832757;female_genital;0.3495;5.0
LINC00677_testis;105370683.0;LINC00677;testis;male_germinal;6.3;5.1;2.414821;0.469847;breast;0.141135;17.1;4.2;6.2;2.414821;0.391207;female_genital;0.124874;19.3
LOC105370698_testis;105370698.0;LOC105370698;testis;male_germinal;;;;;;;;4.2;19.0;1.721792;0.090476;female_genital;0.00168;1024.9
LOC105370726_testis;105370726.0;LOC105370726;testis;male_germinal;;;;;;;;3.9;2.8;1.995208;0.718217;female_genital;0.277591;7.2
LOC105370728_muscles;105370728.0;LOC105370728;muscles;heart_muscles;;;;;;;;4.1;3.4;1.693589;0.49355;female_genital;0.0121;140.0
VPS39-DT_testis;105370795.0;VPS39-DT;testis;male_germinal;;;;;;;;3.4;2.4;1.641877;0.675223;female_genital;0.530686;3.1
LOC105370844_testis;105370844.0;LOC105370844;testis;male_germinal;;;;;;;;4.2;8.5;1.679241;0.197643;female_genital;0.197643;8.5
LOC105370852_testis;105370852.0;LOC105370852;testis;male_germinal;;;;;;;;4.2;120.2;2.001142;0.01665;female_genital;0.000904;2213.7
LOC105370858_kidney;105370858.0;LOC105370858;kidney;urinary_kidney;;;;;;;;3.2;1.8;4.2822;2.321406;female_genital;1.066365;4.0
DIS3L-AS1_testis;105370868.0;DIS3L-AS1;testis;male_germinal;6.2;5.2;1.730616;0.330492;breast;0.114281;15.1;4.2;10.4;1.730616;0.166586;female_genital;0.166586;10.4
TMEM202-AS1_testis;105370888.0;TMEM202-AS1;testis;male_germinal;5.8;3.9;1.907615;0.488091;breast;0.402087;4.7;4.1;4.4;1.907615;0.435883;female_genital;0.388992;4.9
LOC105371021_testis;105371021.0;LOC105371021;testis;male_germinal;;;;;;;;4.2;8.1;2.722631;0.336335;female_genital;0.228139;11.9
PKD1-AS1_rectum_anus;105371049.0;PKD1-AS1;rectum_anus;digestive;4.6;1.7;2.901195;1.744829;breast;0.449748;6.5;;;;;;;
LOC105371050_bone_marrow;105371050.0;LOC105371050;bone_marrow;hematopoietic;4.4;1.4;2.052057;1.492499;breast;0.271184;7.6;;;;;;;
LOC105371058_blood;105371058.0;LOC105371058;blood;hematopoietic;;;;;;;;2.7;1.4;1.587968;1.129717;female_genital;0.363626;4.4
LINC02152_testis;105371071.0;LINC02152;testis;male_germinal;6.5;20.5;2.040515;0.099631;breast;0.007777;262.4;4.2;35.5;2.040515;0.057532;female_genital;0.018276;111.6
LOC105371079_testis;105371079.0;LOC105371079;testis;male_germinal;6.5;105.3;2.070238;0.019655;breast;0.014599;141.8;4.2;158.9;2.070238;0.01303;female_genital;0.012567;164.7
LOC105371099_testis;105371099.0;LOC105371099;testis;male_germinal;;;;;;;;3.0;1.9;1.90876;1.023219;female_genital;0.61929;3.1
LOC105371119_liver;105371119.0;LOC105371119;liver;hepato_bilary;;;;;;;;2.9;1.2;1.814891;1.517383;female_genital;0.262454;6.9
LOC105371121_testis;105371121.0;LOC105371121;testis;male_germinal;;;;;;;;4.2;11.5;5.075199;0.441737;female_genital;0.147808;34.3
LOC105371145_testis;105371145.0;LOC105371145;testis;male_germinal;;;;;;;;3.7;2.9;1.834739;0.625472;female_genital;0.516456;3.6
LINC02190_testis;105371173.0;LINC02190;testis;male_germinal;6.5;317.6;1.895641;0.005969;breast;0.001237;1532.5;4.2;798.8;1.895641;0.002373;female_genital;0.001912;991.4
LOC105371204_testis;105371204.0;LOC105371204;testis;male_germinal;;;;;;;;4.2;7.8;1.739313;0.224307;female_genital;0.000742;2344.1
LOC105371229_testis;105371229.0;LOC105371229;testis;male_germinal;;;;;;;;4.2;36.7;1.812529;0.049379;female_genital;0.002908;623.3
LINC02178_larynx;105371248.0;LINC02178;larynx;head_neck;4.3;1.5;1.810934;1.229812;breast;0.003939;459.7;;;;;;;
LOC105371254_testis;105371254.0;LOC105371254;testis;male_germinal;;;;;;;;4.1;6.0;1.54941;0.258419;female_genital;0.207888;7.5
LIX1L-AS1_testis;105371260.0;LIX1L-AS1;testis;male_germinal;4.2;1.4;2.358723;1.689652;breast;0.324074;7.3;3.8;2.2;2.358723;1.087145;female_genital;0.451531;5.2
NUP93-DT_testis;105371286.0;NUP93-DT;testis;male_germinal;5.3;1.6;1.690923;1.025614;breast;0.070234;24.1;4.2;6.3;1.690923;0.267685;female_genital;0.130434;13.0
LOC105371335_testis;105371335.0;LOC105371335;testis;male_germinal;6.5;55.5;2.241043;0.040378;breast;0.020742;108.0;4.2;134.3;2.241043;0.016691;female_genital;0.016691;134.3
LOC105371361_placenta;105371361.0;LOC105371361;placenta;placenta;;;;;;;;4.2;6.6;1.544132;0.233788;female_genital;0.034605;44.6
LOC105371389_testis;105371389.0;LOC105371389;testis;male_germinal;;;;;;;;4.2;1638705.0;1.638705;0.0;female_genital;0.0;999.0
LOC105371403_testis;105371403.0;LOC105371403;testis;male_germinal;;;;;;;;4.2;10.6;1.889752;0.178954;female_genital;0.135505;13.9
LINC02166_testis;105371416.0;LINC02166;testis;male_germinal;;;;;;;;2.9;1.2;2.382059;1.963761;female_genital;0.436708;5.5
LOC105371430_gallbladder;105371430.0;LOC105371430;gallbladder;hepato_bilary;5.0;1.8;2.656515;1.490862;breast;0.022988;115.6;;;;;;;
LINC02772_blood;105371455.0;LINC02772;blood;hematopoietic;;;;;;;;4.0;3.2;1.915133;0.607359;female_genital;0.116482;16.4
LOC105371461_tonsil;105371461.0;LOC105371461;tonsil;lymphoid;;;;;;;;4.1;4.4;1.879791;0.423617;female_genital;0.087846;21.4
LOC105371486_testis;105371486.0;LOC105371486;testis;male_germinal;;;;;;;;4.2;10.0;1.505992;0.150789;female_genital;0.006452;233.4
LOC105371508_testis;105371508.0;LOC105371508;testis;male_germinal;6.5;334.5;2.349922;0.007025;breast;0.003315;708.9;4.2;627.5;2.349922;0.003745;female_genital;0.003745;627.5
LOC105371516_testis;105371516.0;LOC105371516;testis;male_germinal;;;;;;;;3.9;3.3;1.689362;0.512543;female_genital;0.344756;4.9
LOC105371559_testis;105371559.0;LOC105371559;testis;male_germinal;;;;;;;;4.2;24.3;2.007936;0.082717;female_genital;0.019831;101.3
LOC105371578_kidney;105371578.0;LOC105371578;kidney;urinary_kidney;;;;;;;;2.6;1.3;1.980788;1.473466;female_genital;0.762041;2.6
LOC105371580_testis;105371580.0;LOC105371580;testis;male_germinal;;;;;;;;4.2;25.4;1.837906;0.072377;female_genital;0.003474;529.0
LOC105371592_peritoneum_retroperitoneum;105371592.0;LOC105371592;peritoneum_retroperitoneum;thorax_abdo_pelvis_div;;;;;;;;3.0;1.2;2.219981;1.831914;female_genital;0.586893;3.8
LINC01681_testis;105371609.0;LINC01681;testis;male_germinal;6.5;12.3;1.62287;0.131586;breast;0.020882;77.7;4.2;21.3;1.62287;0.076122;female_genital;0.01474;110.1
RC3H1-DT_testis;105371620.0;RC3H1-DT;testis;male_germinal;6.2;3.9;2.359666;0.604321;breast;0.140203;16.8;4.1;3.9;2.359666;0.604321;female_genital;0.132622;17.8
LOC105371623_brain;105371623.0;LOC105371623;brain;neuro;;;;;;;;4.1;3.6;1.504006;0.418556;female_genital;0.009008;167.0
LOC105371634_testis;105371634.0;LOC105371634;testis;male_germinal;;;;;;;;3.7;2.3;2.009044;0.881819;female_genital;0.022432;89.6
LINC01688_testis;105371644.0;LINC01688;testis;male_germinal;6.5;95.1;2.043368;0.021478;breast;0.001113;1835.9;4.2;598.2;2.043368;0.003416;female_genital;0.00124;1647.9
LOC105371686_brain;105371686.0;LOC105371686;brain;neuro;;;;;;;;3.5;2.1;1.690934;0.812651;female_genital;0.703246;2.4
LOC105371700_kidney;105371700.0;LOC105371700;kidney;urinary_kidney;;;;;;;;3.1;1.6;1.755218;1.093342;female_genital;0.057829;30.4
LOC105371701_prostate;105371701.0;LOC105371701;prostate;male_genital;;;;;;;;4.2;13.2;2.245146;0.170548;female_genital;0.040424;55.5
LOC105371730_bronchus_lung;105371730.0;LOC105371730;bronchus_lung;tracheo_broncho_lung;;;;;;;;3.5;1.8;1.810584;0.995357;female_genital;0.305894;5.9
LOC105371755_kidney;105371755.0;LOC105371755;kidney;urinary_kidney;;;;;;;;2.7;1.7;3.055178;1.844167;female_genital;0.6398;4.8
LINC01974_testis;105371798.0;LINC01974;testis;male_germinal;6.5;35.2;2.007906;0.057008;breast;0.007761;258.7;4.2;46.3;2.007906;0.043347;female_genital;0.007141;281.2
LINC02086_colon;105371809.0;LINC02086;colon;digestive;4.1;2.4;2.337026;0.986797;breast;0.016067;145.5;;;;;;;
LINC02086_rectum_anus;105371809.0;LINC02086;rectum_anus;digestive;4.2;2.4;2.414824;0.986797;breast;0.016067;150.3;;;;;;;
LOC105371811_prostate;105371811.0;LOC105371811;prostate;male_genital;;;;;;;;4.2;5.2;1.834976;0.353708;female_genital;0.0;999.0
LOC105371816_blood;105371816.0;LOC105371816;blood;hematopoietic;;;;;;;;3.1;1.4;2.439796;1.75033;female_genital;0.266024;9.2
LINC02089_testis;105371831.0;LINC02089;testis;male_germinal;6.5;46.2;1.68294;0.036406;breast;0.001364;1233.8;4.2;46.2;1.68294;0.036406;female_genital;0.000888;1895.2
LOC105371839_brain;105371839.0;LOC105371839;brain;neuro;;;;;;;;2.8;1.6;1.946392;1.210852;female_genital;0.916965;2.1
LOC105371853_testis;105371853.0;LOC105371853;testis;male_germinal;;;;;;;;4.2;13.6;2.035771;0.149566;female_genital;0.066048;30.8
LOC105371891_testis;105371891.0;LOC105371891;testis;male_germinal;;;;;;;;4.0;3.8;1.57755;0.415954;female_genital;0.111909;14.1
LINC01977_testis;105371919.0;LINC01977;testis;male_germinal;5.4;1.7;2.313932;1.359228;breast;0.61381;3.8;4.1;6.2;2.313932;0.375298;female_genital;0.375298;6.2
LOC105372038_testis;105372038.0;LOC105372038;testis;male_germinal;6.4;5.0;2.291241;0.45848;breast;0.007601;301.4;4.2;11.2;2.291241;0.204223;female_genital;0.006285;364.6
LOC105372061_brain;105372061.0;LOC105372061;brain;neuro;;;;;;;;2.8;1.4;2.316648;1.694674;female_genital;0.571229;4.1
LOC105372118_blood;105372118.0;LOC105372118;blood;hematopoietic;;;;;;;;4.2;7.3;2.867345;0.391237;female_genital;0.058725;48.8
LINC02565_gallbladder;105372138.0;LINC02565;gallbladder;hepato_bilary;6.4;6.5;1.947186;0.297604;breast;0.000298;6534.2;;;;;;;
LOC105372145_testis;105372145.0;LOC105372145;testis;male_germinal;;;;;;;;4.2;54.3;2.00571;0.03692;female_genital;0.0;999.0
LINC01926_prostate;105372147.0;LINC01926;prostate;male_genital;5.9;2.3;1.563672;0.67348;breast;0.007058;221.5;3.9;2.3;1.563672;0.67348;female_genital;0.010403;150.3
LOC105372157_mouth;105372157.0;LOC105372157;mouth;head_neck;;;;;;;;4.2;26.4;2.946187;0.111459;female_genital;0.037219;79.2
LOC105372217_brain;105372217.0;LOC105372217;brain;neuro;;;;;;;;3.2;13.2;2.447797;0.185342;female_genital;0.055728;43.9
LOC105372217_testis;105372217.0;LOC105372217;testis;male_germinal;;;;;;;;2.6;11.2;2.079025;0.185342;female_genital;0.055728;37.3
LOC105372244_brain;105372244.0;LOC105372244;brain;neuro;;;;;;;;3.1;4.1;2.223988;0.544845;female_genital;0.544845;4.1
LOC105372244_testis;105372244.0;LOC105372244;testis;male_germinal;;;;;;;;2.6;3.6;1.935626;0.544845;female_genital;0.544845;3.6
NFILZ_testis;105372267.0;NFILZ;testis;male_germinal;6.5;199.2;1.989395;0.009985;breast;0.005616;354.2;4.2;207.8;1.989395;0.009573;female_genital;0.005257;378.4
HSPC102_blood;105372274.0;HSPC102;blood;hematopoietic;;;;;;;;3.2;8.5;2.649573;0.310771;female_genital;0.000203;13052.1
HSPC102_testis;105372274.0;HSPC102;testis;male_germinal;;;;;;;;2.6;7.1;2.215952;0.310771;female_genital;0.000203;10916.0
LINC01764_placenta;105372290.0;LINC01764;placenta;placenta;4.4;1.3;2.495246;1.936745;breast;0.041038;60.8;3.6;1.6;2.495246;1.520734;female_genital;0.073563;33.9
LINC01855_testis;105372292.0;LINC01855;testis;male_germinal;6.5;10.7;2.29673;0.214358;breast;0.004962;462.9;4.2;33.3;2.29673;0.068988;female_genital;0.00442;519.6
ERVS71-1_thyroid_gland;105372315.0;ERVS71-1;thyroid_gland;endocrine_gland;;;;;;;;3.8;2.1;2.409459;1.151847;female_genital;0.103811;23.2
LOC105372318_uterus;105372318.0;LOC105372318;uterus;female_genital;;;;;;;;3.4;1.5;1.598918;1.054486;female_genital;1.598918;1.0
LOC105372328_testis;105372328.0;LOC105372328;testis;male_germinal;;;;;;;;4.2;368.5;1.506278;0.004088;female_genital;0.004088;368.5
LOC105372343_adult_ovary;105372343.0;LOC105372343;adult_ovary;female_genital;5.0;1.9;2.089133;1.099573;breast;0.209366;10.0;;;;;;;
UQCRFS1-DT_testis;105372352.0;UQCRFS1-DT;testis;male_germinal;5.6;3.3;1.922821;0.58543;breast;0.294387;6.5;4.0;3.4;1.922821;0.567381;female_genital;0.313775;6.1
LOC105372377_testis;105372377.0;LOC105372377;testis;male_germinal;;;;;;;;4.2;79.2;1.750021;0.022092;female_genital;0.007171;244.0
LOC105372394_testis;105372394.0;LOC105372394;testis;male_germinal;;;;;;;;4.2;7.8;1.897289;0.242365;female_genital;0.122115;15.5
MAP4K1-AS1_lymph_nodes;105372397.0;MAP4K1-AS1;lymph_nodes;lymphoid;4.9;1.5;3.141709;2.102069;breast;0.037291;84.2;;;;;;;
GEMIN7-AS1_placenta;105372419.0;GEMIN7-AS1;placenta;placenta;;;;;;;;2.7;1.4;1.593399;1.109058;female_genital;0.535031;3.0
LOC105372420_connective_tissues;105372420.0;LOC105372420;connective_tissues;soft_tissues;;;;;;;;3.0;3.3;1.859145;0.561909;female_genital;0.020955;88.7
LOC105372420_testis;105372420.0;LOC105372420;testis;male_germinal;;;;;;;;2.5;2.8;1.593212;0.561909;female_genital;0.020955;76.0
LOC105372432_kidney;105372432.0;LOC105372432;kidney;urinary_kidney;;;;;;;;3.1;1.3;2.944625;2.288831;female_genital;0.729514;4.0
LOC105372433_testis;105372433.0;LOC105372433;testis;male_germinal;;;;;;;;4.2;44.0;2.003948;0.045569;female_genital;0.0;999.0
LOC105372434_testis;105372434.0;LOC105372434;testis;male_germinal;;;;;;;;4.2;10.0;2.171502;0.2177;female_genital;0.029301;74.1
LOC105372435_testis;105372435.0;LOC105372435;testis;male_germinal;;;;;;;;2.5;1.5;2.241422;1.517402;female_genital;1.179889;1.9
LOC105372440_testis;105372440.0;LOC105372440;testis;male_germinal;6.5;30.0;4.933685;0.164238;breast;0.094091;52.4;4.2;43.2;4.933685;0.114108;female_genital;0.100805;48.9
LINC01872_testis;105372444.0;LINC01872;testis;male_germinal;6.5;421.5;2.260318;0.005363;breast;0.001213;1863.4;4.2;480.8;2.260318;0.004701;female_genital;0.00168;1345.4
LOC105372485_liver;105372485.0;LOC105372485;liver;hepato_bilary;;;;;;;;4.2;5.1;3.19359;0.623236;female_genital;0.182504;17.5
TMX4-AS1_testis;105372520.0;TMX4-AS1;testis;male_germinal;;;;;;;;4.2;13.4;1.921267;0.143275;female_genital;0.016926;113.5
LOC105372551_testis;105372551.0;LOC105372551;testis;male_germinal;;;;;;;;4.2;1625999.0;1.625999;0.0;female_genital;0.0;999.0
LINC01728_testis;105372626.0;LINC01728;testis;male_germinal;6.5;140.7;1.578618;0.011223;breast;0.002278;693.0;4.2;249.2;1.578618;0.006334;female_genital;0.003325;474.8
LOC105372632_brain;105372632.0;LOC105372632;brain;neuro;;;;;;;;3.6;2.0;2.070387;1.019789;female_genital;0.2369;8.7
LOC105372640_testis;105372640.0;LOC105372640;testis;male_germinal;;;;;;;;4.2;37.1;4.033817;0.10874;female_genital;0.10874;37.1
LOC105372645_testis;105372645.0;LOC105372645;testis;male_germinal;;;;;;;;4.2;45.3;3.915594;0.086417;female_genital;0.0;999.0
LOC105372647_testis;105372647.0;LOC105372647;testis;male_germinal;;;;;;;;4.2;334.5;3.678471;0.010996;female_genital;0.000889;4137.8
LOC105372681_blood;105372681.0;LOC105372681;blood;hematopoietic;;;;;;;;3.8;3.7;1.625273;0.438376;female_genital;0.237808;6.8
LOC105372692_prostate;105372692.0;LOC105372692;prostate;male_genital;;;;;;;;4.2;10.1;1.504564;0.1488;female_genital;0.140844;10.7
LOC105372711_testis;105372711.0;LOC105372711;testis;male_germinal;;;;;;;;4.1;3.2;1.629957;0.502575;female_genital;0.005109;319.0
LOC105372726_testis;105372726.0;LOC105372726;testis;male_germinal;;;;;;;;4.1;4.4;1.803702;0.412635;female_genital;0.164121;11.0
LOC105372835_testis;105372835.0;LOC105372835;testis;male_germinal;;;;;;;;4.2;22.0;3.378295;0.153855;female_genital;0.057778;58.5
LOC105372857_tonsil;105372857.0;LOC105372857;tonsil;lymphoid;;;;;;;;2.7;1.3;2.657424;1.997695;female_genital;1.997695;1.3
DYRK3-AS1_testis;105372876.0;DYRK3-AS1;testis;male_germinal;;;;;;;;4.2;7.3;2.639231;0.36219;female_genital;0.122722;21.5
LOC105372956_testis;105372956.0;LOC105372956;testis;male_germinal;;;;;;;;3.5;2.5;2.283935;0.915606;female_genital;0.915606;2.5
LOC105373023_placenta;105373023.0;LOC105373023;placenta;placenta;;;;;;;;4.2;5.4;1.764474;0.328855;female_genital;0.007863;224.4
LOC105373027_prostate;105373027.0;LOC105373027;prostate;male_genital;;;;;;;;3.2;1.9;1.524771;0.821508;female_genital;0.374129;4.1
LOC105373035_testis;105373035.0;LOC105373035;testis;male_germinal;;;;;;;;4.2;38.1;1.919909;0.050402;female_genital;0.034231;56.1
SCUBE1-AS2_testis;105373051.0;SCUBE1-AS2;testis;male_germinal;6.3;6.0;1.501413;0.250875;breast;0.040571;37.0;4.2;13.4;1.501413;0.112448;female_genital;0.077557;19.4
LOC105373068_testis;105373068.0;LOC105373068;testis;male_germinal;;;;;;;;4.2;28.6;1.748391;0.06106;female_genital;0.054516;32.1
LOC105373100_testis;105373100.0;LOC105373100;testis;male_germinal;6.5;33.4;2.419294;0.072433;breast;0.063917;37.9;4.2;45.0;2.419294;0.053705;female_genital;0.05278;45.8
LOC105373116_kidney;105373116.0;LOC105373116;kidney;urinary_kidney;;;;;;;;4.2;6.4;2.039872;0.316925;female_genital;0.127357;16.0
LOC105373170_muscles;105373170.0;LOC105373170;muscles;heart_muscles;;;;;;;;4.2;27.3;2.212843;0.081045;female_genital;0.043409;51.0
LOC105373190_testis;105373190.0;LOC105373190;testis;male_germinal;;;;;;;;4.2;26.8;1.554808;0.05805;female_genital;0.024104;64.5
LOC105373224_brain;105373224.0;LOC105373224;brain;neuro;;;;;;;;2.9;4.0;2.715258;0.677603;female_genital;0.271054;10.0
